id,countyId,cityId,is_bankOwned,is_forAuction,event,time,price,pricePerSquareFoot,city,yearBuilt,streetAddress,zipcode,longitude,latitude,livingArea,livingAreaValue,lotAreaUnits,bathrooms,bedrooms,buildingArea,parking,garageSpaces,hasGarage,levels,pool,spa,isNewConstruction,hasPetsAllowed,homeType,county
30290-52272321,210527,56857,0,0,Price change,7/13/2021,385000,0,Tyrone,1974,969 Senoia Rd,30290,-84.59159851,33.47796631,0,0,Acres,2,3,0,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Fayette County
30290-14612060,210528,56857,0,0,Listed for sale,6/27/2021,385000,0,Tyrone,1985,119 Castlewood Rd,30290,-84.62304688,33.46271896,0,0,sqft,4,4,0,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30290-14612133,210529,56857,0,0,Price change,7/2/2021,470000,167,Tyrone,1989,155 Kylemore Pass,30290,-84.61988068,33.46511459,2820,2820,sqft,4,4,2820,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30290-52272429,210530,56857,0,0,Price change,6/13/2021,269900,194,Tyrone,1976,365 Palmetto Rd,30290,-84.60691071,33.4901123,1392,1392,Acres,2,3,1392,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Fayette County
30290-14612153,210531,56857,0,0,Price change,7/2/2021,465000,191,Tyrone,2003,140 Castlewood Rd,30290,-84.62071228,33.46398926,2435,2435,sqft,4,1,2435,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30290-14612152,210532,56857,0,0,Listed for sale,7/13/2021,635000,128,Tyrone,2000,134 Castlewood Rd,30290,-84.6211319,33.46396255,4950,4950,sqft,6,5,4950,1,3,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30290-14612059,210533,56857,0,0,Price change,6/10/2021,380000,146,Tyrone,1987,104 Ashland Trl,30290,-84.6236496,33.46273041,2608,2608,sqft,3,3,2608,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30290-208651611,210534,56857,0,0,Listed for sale,6/25/2021,1975000,255,Tyrone,2004,378 Ellison Rd,30290,-84.56047058,33.47413254,7749,7749,Acres,6,4,7749,1,0,1,Three Or More,0,0,0,0,SINGLE_FAMILY,Fayette County
30537-2069613215,210535,0,0,0,Listed for sale,7/10/2021,465000,0,Dillard,2004,157 Crystal Ln #29,30537,-83.30319977,34.98671341,0,0,sqft,2,3,0,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Rabun County
30537-2069665515,210536,0,0,0,Listed for sale,7/8/2021,19900,0,Dillard,0,0 Ridgepole Dr,30537,-83.31276703,34.97109222,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2069664777,210537,13867,0,0,Listing removed,7/10/2021,19900,0,Dillard,0,0 Ridgepole Dr #22,30537,-83.33372498,34.97898102,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2097436330,210538,55543,0,0,Listing removed,7/10/2021,375000,0,Dillard,0,0 Hale Ridge Rd,30537,-83.28479004,34.99259949,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2094707643,210539,13867,0,0,Listed for sale,6/30/2021,398000,206,Sky Valley,1972,37 Breckenridge Ln,30537,-83.32746887,34.99348831,1936,1936,Acres,3,4,1936,1,0,0,Three Or More,0,0,0,0,SINGLE_FAMILY,Rabun County
30537-2070209026,210540,13867,0,0,Listing removed,7/10/2021,14900,0,Dillard,0,0 View Ln #88,30537,-83.34043884,34.98171234,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2072288115,210541,13867,0,0,Listed for sale,3/23/2021,82500,0,Dillard,0,0 Winding Rdg TRACT 1,30537,-83.34393311,34.99399567,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2076562921,210542,13867,0,0,Listing removed,7/10/2021,69900,0,Dillard,0,0 Wild Bird Ln #12,30537,-83.32743835,34.97605515,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2080244298,210543,0,0,0,Sold,3/29/2021,65000,0,Dillard,0,0 Old Highlands Rd,30537,-83.36602783,34.99002838,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2105042370,210544,0,0,0,Sold,6/3/2019,90000,0,Dillard,0,0 Smokey Hollow Dr,30537,-83.39874268,34.9845047,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2087935264,210545,0,0,0,Listing removed,7/10/2021,45000,0,Dillard,0,0 Wynngate Dr #17,30537,-83.39152527,34.98176956,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2074579304,210546,0,0,0,Listing removed,7/10/2021,59900,0,Dillard,0,0 Forest Ct LOT 17,30537,-83.30844116,34.9633255,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2075588721,210547,38202,0,0,Listing removed,7/10/2021,65000,0,Dillard,0,0 Wynngate Dr #16,30537,-83.3918457,34.98076248,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2075905268,210548,13867,0,0,Listing removed,7/10/2021,49900,0,Dillard,0,0 Ridgepole Dr #40,30537,-83.32510376,34.98300552,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2078012549,210549,0,0,0,Listing removed,7/10/2021,25000,0,Dillard,0,0 Glen Karen Dr #B12,30537,-83.39186859,34.98934937,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2077518291,210550,55543,0,0,Listing removed,7/10/2021,68000,0,Dillard,0,0 Snyder Ln,30537,-83.28873444,34.99256134,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2077582551,210551,13867,0,0,Listing removed,7/10/2021,39900,0,Dillard,0,0 Alpine Dr LOT 165,30537,-83.33695984,34.98059464,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2072573801,210552,13867,0,0,Listing removed,7/10/2021,21000,0,Dillard,0,0 Snowshoe Ln #45,30537,-83.31619263,34.98064423,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2076563010,210553,13867,0,0,Listing removed,7/10/2021,12000,0,Dillard,0,0 Rebel Cir #4,30537,-83.32994843,34.99303818,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2084344449,210554,38202,0,0,Listing removed,7/10/2021,105000,0,Dillard,0,0 Ledford Rd LOT 4,30537,-83.38366699,34.98074341,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2079309237,210555,0,0,0,Listing removed,7/10/2021,92500,0,Dillard,0,0 Raven Fork Trl #7,30537,-83.4048233,34.98321152,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2074576813,210556,13867,0,0,Listing removed,7/10/2021,89900,0,Dillard,0,0 Schonberg Ln #247,30537,-83.33704376,34.97896194,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2076562405,210557,13867,0,0,Listing removed,7/10/2021,20000,0,Dillard,0,0 Saddleback Cir #17 & 18,30537,-83.32968903,34.9907074,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2103173110,210558,0,0,0,Listing removed,7/10/2021,24900,0,Dillard,0,0 Dalton Dr #18,30537,-83.31204987,34.9847641,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2076562306,210559,13867,0,0,Listing removed,7/10/2021,10000,0,Dillard,0,0 Thunderhead Ln #6,30537,-83.31349945,34.98218536,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-2076559446,210560,13867,0,0,Listing removed,7/10/2021,10000,0,Dillard,0,0 Alpine Ln #167,30537,-83.33031464,34.97777176,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-76598789,210561,13867,0,0,Listed for sale,6/11/2021,289000,172,Dillard,1979,763 Sky High Dr,30537,-83.3210907,34.99162674,1680,1680,Acres,2,3,1680,1,0,0,Two,0,0,0,0,SINGLE_FAMILY,Rabun County
30537-2076171314,210562,13867,0,0,Listed for sale,6/14/2021,14900,0,Dillard,0,0 View Ln,30537,-83.3375473,34.98005676,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Rabun County
30537-231084052,210563,0,0,0,Listed for sale,7/9/2021,429000,163,Dillard,1985,181 Dam Lake Dr,30537,-83.31376648,34.98435974,2624,2624,sqft,3,5,2624,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Rabun County
30537-110824240,210564,0,0,0,Listed for sale,7/6/2021,848000,0,Dillard,2006,249 Dalton Dr,30537,-83.3136673,34.98681641,0,0,Acres,6,4,0,1,0,1,One and One Half,0,0,0,0,SINGLE_FAMILY,Rabun County
31779-2069713096,211025,51223,0,0,Listed for sale,7/7/2021,119900,126,Pelham,1969,1846 State Highway 93 N,31779,-84.20378113,31.00368118,950,950,Acres,1,3,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Grady County
31779-105343527,211026,47047,0,0,Listed for sale,6/26/2021,97000,64,Pelham,1936,317 Castleberry St NW,31779,-84.15878296,31.13020325,1510,1510,sqft,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Mitchell County
31779-105339827,211027,47047,0,0,Listed for sale,6/25/2021,139900,51,Pelham,1895,173 Baggs Ave SE,31779,-84.14938354,31.12436485,2756,2756,Acres,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Mitchell County
31779-232351669,211028,47047,0,0,Listed for sale,6/25/2021,165000,133,Pelham,1950,389 Stewart St SW,31779,-84.16074371,31.11980057,1245,1245,Acres,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Mitchell County
31779-105343239,211029,47047,0,0,Listed for sale,7/8/2021,175000,75,Pelham,1970,5007 Mount Olive Rd,31779,-84.19956207,31.11855888,2325,2325,Acres,2,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Mitchell County
31779-232351970,211030,47047,0,0,Listed for sale,6/10/2021,99982,60,Pelham,1940,171 Tennyson St,31779,-84.1503067,31.12928963,1653,1653,Acres,1,3,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Mitchell County
31779-2070303422,211031,47047,0,0,Price change,6/29/2021,16500,0,Pelham,0,0 Old State Highway 3,31779,-84.14755249,31.17133331,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Mitchell County
31779-105343225,211032,47047,0,0,Listed for sale,6/4/2021,269900,130,Pelham,2001,5120 Mount Olive Rd,31779,-84.20222473,31.1235714,2073,2073,Acres,2,4,0,0,0,0,0,0,0,0,0,SINGLE_FAMILY,Mitchell County
31779-2071170654,211033,47047,0,0,Price change,6/23/2021,191500,0,Pelham,0,0 Banks Rd #&-2,31779,-84.13831329,31.00299263,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Grady County
31779-2071343748,211034,47047,0,0,Listed for sale,4/28/2021,21900,0,Pelham,0,460 Lakeshore Rd,31779,-84.15403748,31.09514236,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Mitchell County
31779-105277852,211035,47047,0,0,Listed for sale,3/2/2021,325000,180,Pelham,1984,1685 Union Hill Rd,31779,-84.13134766,31.06545448,1804,1804,Acres,2,3,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Grady County
31779-105341598,211036,47047,0,0,Listed for sale,5/24/2021,132500,87,Pelham,1986,7459 Lodgetown Rd,31779,-84.30149078,31.0955143,1516,1516,Acres,2,3,0,1,0,0,0,0,0,0,0,SINGLE_FAMILY,Mitchell County
31779-2084637316,211037,47047,0,0,Listed for sale,11/10/2020,200000,0,Pelham,0,1482 Stage Coach Rd,31779,-84.16605377,31.03548241,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Grady County
31779-2077482909,211038,47047,0,0,Price change,4/13/2021,32900,0,Pelham,0,LOT 4 Chason Rd,31779,-84.22514343,31.09630394,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Mitchell County
31779-2077482971,211039,47047,0,0,Price change,4/13/2021,19900,0,Pelham,0,7 Wade Rd,31779,-84.20877838,31.07901955,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Mitchell County
31779-232346116,211040,47047,0,0,Listed for sale,6/23/2021,18500,0,Pelham,0,1726 Old Pelham Rd,31779,-84.17378998,31.14019394,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Mitchell County
31050-91042361,211206,56189,0,0,Listed for sale,6/26/2021,265000,122,Knoxville,1979,1270 State Highway 42 S,31050,-83.97825623,32.71931839,2179,2179,Acres,2,3,0,0,0,0,One,0,1,0,0,SINGLE_FAMILY,Crawford County
30292-2106920011,212553,14654,0,0,Listed for sale,7/13/2021,282000,0,Williamson,2020,237 Dixon Cir,30292,-84.34227753,33.19242477,0,0,sqft,3,4,0,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Spalding County
30292-2112933107,212554,14654,0,0,Listing removed,7/10/2021,340000,0,Williamson,0,0 Agape St,30292,-84.35359955,33.22621155,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Spalding County
30292-2077140231,212555,14654,0,0,Listing removed,7/10/2021,165900,0,Williamson,0,0 Maloy Rd,30292,-84.34351349,33.22370911,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Spalding County
30292-2070167880,212556,14654,0,0,Listed for sale,6/16/2021,199900,104,Williamson,1900,575 State Highway 362,30292,-84.35936737,33.18347549,1920,1920,Acres,2,4,1920,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Pike County
30292-82463716,212557,14654,0,0,Listed for sale,6/1/2021,700000,0,Williamson,2005,5752 Highway 362 W,30292,-84.44354248,33.17020798,0,0,Acres,6,5,0,1,3,1,Two,1,1,0,0,SINGLE_FAMILY,Pike County
30292-69993559,212558,14654,0,0,Listed for sale,5/12/2021,2500000,255,Williamson,1982,166 Chandelle Ln,30292,-84.36881256,33.16022873,9800,9800,Acres,5,5,9800,1,0,0,One and One Half,0,0,0,0,SINGLE_FAMILY,Pike County
30292-2071513627,212559,14654,0,0,Listed for sale,6/15/2021,399900,0,Williamson,2021,1723 Turner Rd #6,30292,-84.42620087,33.15398788,0,0,Acres,3,4,0,0,0,1,One and One Half,0,0,1,0,SINGLE_FAMILY,Pike County
30292-69992008,212560,14654,0,0,Price change,4/12/2021,444500,0,Williamson,2008,1480 Scott Rd,30292,-84.44612122,33.18447495,0,0,Acres,4,7,0,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Pike County
30318-35922381,213154,37211,0,0,Listed for sale,7/13/2021,699900,231,Atlanta,2021,1911 Main St NW,30318,-84.46652222,33.80776596,3032,3032,Acres,4,5,3032,1,2,1,Two,0,0,1,0,SINGLE_FAMILY,Fulton County
30318-2069745808,213155,37211,0,0,Listed for sale,7/5/2021,529580,261,Atlanta,2021,1996 Spink St NW,30318,-84.46878815,33.80956268,2030,2030,sqft,3,3,2030,1,2,1,Two,0,0,1,0,SINGLE_FAMILY,Fulton County
30318-35923688,213156,37211,0,0,Listed for sale,6/30/2021,350000,325,Atlanta,1930,1927 Main St NW,30318,-84.46721649,33.80807877,1078,1078,sqft,2,3,1078,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30318-35924260,213157,37211,0,0,Listed for sale,6/29/2021,330000,217,Atlanta,1958,1609 Bridgeport Dr NW,30318,-84.47654724,33.79896545,1524,1524,Acres,2,3,1524,1,1,1,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30318-35924213,213158,37211,0,0,Listed for sale,6/27/2021,159900,182,Atlanta,1959,2775 Argyle Dr NW,30318,-84.47880554,33.79976273,878,878,sqft,2,2,878,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Fulton County
30318-35923595,213159,37211,0,0,Listed for sale,5/27/2021,275000,0,Atlanta,0,2063 Bolton Rd NW,30318,-84.47359467,33.8115921,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Fulton County
30318-35923735,213160,37211,0,0,Listed for sale,5/26/2021,900000,0,Atlanta,0,2646 Peyton Rd NW,30318,-84.47467041,33.80764008,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Fulton County
30318-35923656,213161,37211,0,0,Listed for sale,6/7/2021,325000,0,Atlanta,1920,1982 Hollywood Rd NW,30318,-84.47254181,33.8098793,0,0,Acres,2,3,0,0,0,0,One,0,0,0,0,LOT,Fulton County
30318-2087038510,213162,37211,0,0,Listed for sale,9/3/2020,950000,0,Atlanta,0,1911 Hollywood Rd NW,30318,-84.47151184,33.80776215,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,MULTI_FAMILY,Fulton County
30318-2086991051,213163,37211,0,0,Listed for sale,9/3/2020,495000,0,Atlanta,0,1903 Hollywood Rd NW,30318,-84.47145844,33.80764389,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,MULTI_FAMILY,Fulton County
30060-71116553,213164,12562,0,0,Listed for sale,7/12/2021,600000,172,Marietta,2005,46 Emerson Hill Sq,30060,-84.54180145,33.94858551,3495,3495,sqft,3,3,3495,1,2,1,Three Or More,0,0,0,0,TOWNHOUSE,Cobb County
30008-2072308788,213165,12562,0,0,Price change,5/10/2021,56200,59,Marietta,2021,52538 Plan,30008,-84.55819702,33.92959976,960,960,sqft,2,3,0,0,0,0,0,0,0,1,0,SINGLE_FAMILY,Cobb County
30062-14274072,213166,12562,0,0,Listed for sale,7/9/2021,279900,163,Marietta,1955,1141 Baker Ln,30062,-84.51843262,33.96696472,1720,1720,sqft,2,3,1720,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Cobb County
30060-252990457,213167,12562,0,0,Listed for sale,7/9/2021,429999,201,Marietta,2018,800 Caldwell Cir,30060,-84.54540253,33.97078323,2136,2136,sqft,4,3,2136,1,2,1,Three Or More,0,0,0,0,TOWNHOUSE,Cobb County
30060-2069650616,213168,12562,0,0,Listed for sale,7/9/2021,379900,223,Marietta,1962,250 Lakewood Dr SE,30060,-84.54187775,33.9462204,1701,1701,sqft,2,3,1701,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Cobb County
30060-2069653652,213169,12562,0,0,Listed for sale,7/9/2021,145000,177,Marietta,1941,377 Hawkins St SE,30060,-84.54218292,33.93968582,819,819,sqft,1,2,819,0,0,0,One,0,0,0,0,TOWNHOUSE,Cobb County
30062-14268782,213170,12562,0,0,Listed for sale,7/9/2021,475000,144,Marietta,1998,1413 Crown Ter,30062,-84.51037598,33.98284149,3298,3298,sqft,4,5,3298,1,2,1,Three Or More,0,1,0,0,SINGLE_FAMILY,Cobb County
30060-2069708446,213171,12562,0,0,Listed for sale,7/7/2021,999999,185,Marietta,1838,581 Kennesaw Ave NW,30060,-84.5630188,33.96659851,5407,5407,Acres,3,5,5407,0,0,0,Three Or More,1,0,0,0,SINGLE_FAMILY,Cobb County
30060-2069737478,213172,12562,0,0,Listed for sale,7/6/2021,600000,202,Marietta,2014,252 Hunt St NE,30060,-84.54423523,33.95765686,2972,2972,sqft,4,4,2972,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Cobb County
30060-97973854,213173,12562,0,0,Listed for sale,7/6/2021,600000,0,Marietta,2014,252 Hunt St,30060,-84.54424286,33.95766449,0,0,sqft,4,4,0,0,0,1,Two,0,0,0,0,SINGLE_FAMILY,Cobb County
30060-2069742067,213174,12562,0,0,Listed for sale,7/6/2021,235000,306,Marietta,1950,275 Amy Dr NE,30060,-84.53261566,33.95842361,768,768,sqft,1,2,768,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Cobb County
30060-14278141,213175,12562,0,0,Listed for sale,7/5/2021,399999,0,Marietta,1970,455 Lemon St,30060,-84.53944397,33.95572281,0,0,Acres,5,3,0,0,0,1,Two,0,0,0,0,SINGLE_FAMILY,Cobb County
30060-2070468899,213176,12562,0,0,Listed for sale,7/5/2021,399999,248,Marietta,1970,455 Lemon St NE,30060,-84.53943634,33.95571518,1616,1616,Acres,5,5,1616,1,1,1,Two,0,0,0,0,SINGLE_FAMILY,Cobb County
30062-14269077,213177,12562,0,0,Listed for sale,7/2/2021,379900,130,Marietta,1985,1470 Shadowrock Hts,30062,-84.51150513,33.97934341,2929,2929,Acres,4,4,2929,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Cobb County
30062-14266772,213178,12562,0,0,Price change,6/29/2021,307500,207,Marietta,1958,1526 W Oak Dr,30062,-84.53050232,33.98837662,1482,1482,Acres,3,3,1482,0,0,0,One,0,0,0,0,SINGLE_FAMILY,Cobb County
30062-14275167,213179,12562,0,0,Listed for sale,6/29/2021,329900,217,Marietta,1952,1117 Burbank Cir,30062,-84.51921082,33.96417618,1522,1522,sqft,2,3,1522,1,0,0,One,0,0,0,0,SINGLE_FAMILY,Cobb County
30064-2105260337,213180,12562,0,0,Price change,7/12/2021,400000,0,Marietta,1995,994 Laurel Springs Ln SW #6,30064,-84.57177734,33.92900848,0,0,Acres,5,5,0,1,0,1,Three Or More,0,0,0,0,SINGLE_FAMILY,Cobb County
30062-2069620483,213181,12562,0,0,Listed for sale,7/10/2021,52999,0,Marietta,0,0 Gresham Rd NE,30062,-84.51961517,33.95412827,0,0,sqft,0,0,0,0,0,0,0,0,0,0,0,LOT,Cobb County
30215-14593478,213903,45251,0,0,Listed for sale,7/12/2021,325000,112,Fayetteville,1981,130 Heatherwood Dr,30215,-84.4306488,33.42200851,2896,2896,Acres,4,3,2896,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-35805082,213904,45251,0,0,Listed for sale,7/12/2021,249900,100,Fayetteville,1996,100 Harbour Lake Dr,30215,-84.3934021,33.43363953,2500,2500,sqft,3,5,2500,1,0,1,0,0,0,0,0,SINGLE_FAMILY,Clayton County
30215-14600151,213905,45251,0,0,Listed for sale,7/12/2021,550000,209,Fayetteville,1997,120 Watergate Cv,30215,-84.51229095,33.32950592,2637,2637,sqft,4,5,2637,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-87677830,213906,45251,0,0,Listed for sale,7/12/2021,474000,147,Fayetteville,2011,145 Chantilly Ln,30215,-84.40379333,33.32899857,3221,3221,Acres,3,5,3221,1,0,1,One and One Half,1,0,0,0,SINGLE_FAMILY,Fayette County
30215-14593886,213907,45251,0,0,Listed for sale,5/31/2021,275000,171,Fayetteville,1983,230 Burch Rd,30215,-84.48731995,33.44403076,1604,1604,Acres,2,3,1604,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-60342236,213908,45251,0,0,Listed for sale,7/10/2021,529900,134,Fayetteville,1987,235 Royal Ridge Way,30215,-84.45426178,33.41535568,3942,3942,Acres,3,4,3942,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-52268532,213909,45251,0,0,Listed for sale,7/10/2021,550000,145,Fayetteville,2005,606 Lester Rd,30215,-84.50184631,33.41710663,3805,3805,Acres,5,5,3805,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-14604339,213910,45251,0,0,Listed for sale,7/9/2021,1250000,175,Fayetteville,2005,220 Marthas Cv,30215,-84.51792145,33.41661072,7161,7161,Acres,7,5,7161,1,0,1,Two,1,1,0,0,SINGLE_FAMILY,Fayette County
30215-80828930,213911,45251,0,0,Listed for sale,7/9/2021,585000,118,Fayetteville,2006,145 Chalmers Way,30215,-84.46263123,33.42479324,4968,4968,Acres,6,7,4968,1,3,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-61867841,213912,45251,0,0,Listed for sale,7/9/2021,975000,198,Fayetteville,2003,405 Goza Rd,30215,-84.43122864,33.37177658,4926,4926,Acres,4,5,4926,1,0,1,Two,1,0,0,0,SINGLE_FAMILY,Fayette County
30215-52268435,213913,45251,0,0,Listed for sale,7/9/2021,749900,203,Fayetteville,2005,190 Clark Rd,30215,-84.39626312,33.39729691,3703,3703,Acres,4,4,3703,1,0,1,One and One Half,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-79488350,213914,45251,0,0,Price change,7/8/2021,999950,114,Fayetteville,2006,2493 Highway 92 S,30215,-84.40875244,33.32621765,8799,8799,Acres,7,7,8799,1,4,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-14589913,213915,45251,0,0,Listed for sale,7/8/2021,950000,132,Fayetteville,1991,140 Turnberry Cir,30215,-84.48577881,33.38550186,7200,7200,Acres,6,5,7200,1,0,1,Two,1,0,0,0,SINGLE_FAMILY,Fayette County
30215-89754462,213916,45251,0,0,Listed for sale,7/7/2021,629000,150,Fayetteville,2014,115 Haddonstone Dr,30215,-84.48460388,33.41130066,4194,4194,Acres,5,5,4194,1,3,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-14599633,213917,45251,0,0,Listed for sale,7/6/2021,1390000,248,Fayetteville,1995,212 Quarters Rd,30215,-84.52137756,33.38131332,5604,5604,sqft,5,5,5604,1,0,1,0,1,1,0,0,SINGLE_FAMILY,Fayette County
30215-69363544,213918,45251,0,0,Listing removed,7/10/2021,159900,0,Fayetteville,0,995 Winged Foot Trl,30215,-84.51364136,33.3778801,0,0,Acres,0,0,0,0,0,0,0,0,0,0,0,LOT,Fayette County
30215-2078423268,213919,45251,0,0,Listed for sale,3/26/2021,500000,158,Fayetteville,2021,The Roosevelt II Plan,30215,-84.40133667,33.43744278,3162,3162,sqft,4,4,0,1,0,0,0,0,0,1,0,SINGLE_FAMILY,Fayette County
30215-14591461,213920,45251,0,0,Price change,7/9/2021,355000,150,Fayetteville,1978,185 Derby Dr,30215,-84.44775391,33.41377258,2362,2362,sqft,3,4,2362,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-52269254,213921,45251,0,0,Listed for sale,7/2/2021,289900,213,Fayetteville,1999,160 Pecan Ridge Dr,30215,-84.43858337,33.44484329,1363,1363,sqft,3,4,1363,1,2,1,One,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-60342336,213922,45251,0,0,Listed for sale,6/30/2021,460000,150,Fayetteville,2001,205 Millhaven Lndg,30215,-84.48602295,33.42307281,3072,3072,Acres,4,4,3072,1,2,1,Two,0,1,0,0,SINGLE_FAMILY,Fayette County
30215-14590118,213923,45251,0,0,Listed for sale,7/1/2021,1500000,188,Fayetteville,1989,145 Pebble Beach Dr,30215,-84.49448395,33.38256836,7970,7970,Acres,6,5,7970,1,3,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-14592106,213924,45251,0,0,Listed for sale,7/1/2021,327000,163,Fayetteville,1987,210 Hampton Woods Dr,30215,-84.42806244,33.41973495,2012,2012,sqft,3,3,2012,1,2,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-60342560,213925,45251,0,0,Sold,2/28/2011,180000,48,Fayetteville,2001,100 Apple Blossom Ln,30215,-84.45884705,33.43792343,3725,3725,sqft,4,5,3725,1,0,1,Two,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-14591315,213926,45251,0,0,Listed for sale,7/1/2021,379900,0,Fayetteville,1987,110 Duchess Ct,30215,-84.4511795,33.41819763,0,0,sqft,2,3,0,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Fayette County
30215-35804618,213927,45251,0,0,Listed for sale,7/1/2021,250000,136,Fayetteville,1995,12261 Riviera Dr,30215,-84.38582611,33.42191315,1844,1844,Acres,2,3,1844,1,0,1,One,0,0,0,0,SINGLE_FAMILY,Clayton County
